Venue,Serial,Port,Location,Group,bathroomLocationOnNetgear
Maryland - Xfinity Center,1000000022e0dd5b,N/A,111W 02,111W (2405),112M3_112W4_111W4
Maryland - Xfinity Center,10000000ab209a8a,N/A,111W 03,111W (2405),112M3_112W4_111W4
Maryland - Xfinity Center,100000003d33899c,N/A,111W 04,111W (2405),112M3_112W4_111W4
Maryland - Xfinity Center,100000007170dbb4,N/A,112M 01,112M (2403),112M3_112W4_111W4
Maryland - Xfinity Center,10000000a4b26675,N/A,112M 02,112M (2403),112M3_112W4_111W4
Maryland - Xfinity Center,100000000f63bf1b,N/A,112M 03,112M (2403),112M3_112W4_111W4
Maryland - Xfinity Center,100000008357c47a,N/A,112W 01,112W (2407),112M3_112W4_111W4
Maryland - Xfinity Center,100000003c92a090,N/A,112W 02,112W (2407),112M3_112W4_111W4
Maryland - Xfinity Center,10000000fb11eb2b,N/A,112W 03,112W (2407),112M3_112W4_111W4
Maryland - Xfinity Center,10000000a82e6eeb,N/A,112W 04,112W (2407),112M3_112W4_111W4
Maryland - Xfinity Center,10000000ef98e017,N/A,116M 01,116M (2313),116M3_W4
Maryland - Xfinity Center,10000000c9d2ce40,N/A,116M 02,116M (2313),116M3_W4
Maryland - Xfinity Center,10000000102c4c61,N/A,116M 03,116M (2313),116M3_W4
Maryland - Xfinity Center,100000005fb56f66,N/A,116W 01,116W (2311),116M3_W4
Maryland - Xfinity Center,10000000c700a34d,N/A,116W 02,116W (2311),116M3_W4
Maryland - Xfinity Center,10000000c4d8afe4,N/A,116W 03,116W (2311),116M3_W4
Maryland - Xfinity Center,10000000e25d9e8d,N/A,116W 04,116W (2311),116M3_W4
Maryland - Xfinity Center,10000000e528095a,N/A,118M 01,118M (3306),118M_217M
Maryland - Xfinity Center,1000000022572145,N/A,118M 02,118M (3306),118M_217M
Maryland - Xfinity Center,100000002b9d2770,N/A,118M 03,118M (3306),118M_217M
Maryland - Xfinity Center,10000000d2910b74,N/A,118M 04,118M (3306),118M_217M
Maryland - Xfinity Center,100000000fa8f33e,10,118M 05,118M (3306),118M_217M
Maryland - Xfinity Center,10000000f5172cc2,N/A,119W 01,119W (3302),119W
Maryland - Xfinity Center,1.000000022481E+093,N/A,119W 02,119W (3302),119W
Maryland - Xfinity Center,100000001da4f560,N/A,119W 03,119W (3302),119W
Maryland - Xfinity Center,100000007e8e78a4,N/A,119W 04,119W (3302),119W
Maryland - Xfinity Center,100000001fae656d,N/A,119W 05,119W (3302),119W
Maryland - Xfinity Center,10000000d20c8a6e,N/A,122W 01,122W (3214),122W
Maryland - Xfinity Center,10000000f9464781,N/A,122W 02,122W (3214),122W
Maryland - Xfinity Center,10000000faf270f2,N/A,122W 03,122W (3214),122W
Maryland - Xfinity Center,100000006aefe49a,N/A,122W 04,122W (3214),122W
Maryland - Xfinity Center,1000000009e31af1,N/A,122W 05,122W (3214),122W
Maryland - Xfinity Center,10000000c422bf63,N/A,201M 01,201M (3202),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,100000002f19f795,N/A,201M 02,201M (3202),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000b5dccc75,N/A,201M 03,201M (3202),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000cf19e385,N/A,201M 04,201M (3202),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000209cad18,N/A,201M 05,201M (3202),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000d6e156f9,N/A,202W 01,202W (3112),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,1000000033da0ee0,N/A,202W 02,202W (3112),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,1000000046668207,N/A,202W 03,202W (3112),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,100000001fc018af,N/A,202W 04,202W (3112),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000543fdef8,N/A,203W 01,203W (3110),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,1000000096186b55,N/A,203W 02,203W (3110),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,100000002dd2e2df,N/A,203W 03,203W (3110),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000fc1c79e2,N/A,203W 04,203W (3110),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000abf6178d,N/A,204M 01,204M (3108),205M5_204M3_206W6
Maryland - Xfinity Center,1000000004b8da0e,N/A,204M 02,204M (3108),205M5_204M3_206W6
Maryland - Xfinity Center,100000001174cb3b,N/A,204M 03,204M (3108),205M5_204M3_206W6
Maryland - Xfinity Center,10000000ff3b95d5,N/A,205M 01,205M (3106),205M5_204M3_206W6
Maryland - Xfinity Center,1000000041ca6019,N/A,205M 02,205M (3106),205M5_204M3_206W6
Maryland - Xfinity Center,10000000064cdd88,N/A,205M 03,205M (3106),205M5_204M3_206W6
Maryland - Xfinity Center,1000000011435689,N/A,205M 04,205M (3106),205M5_204M3_206W6
Maryland - Xfinity Center,100000007a68c292,N/A,205M 05,205M (3106),205M5_204M3_206W6
Maryland - Xfinity Center,1000000059220207,N/A,206W 01,206W (3104),205M5_204M3_206W6
Maryland - Xfinity Center,100000007f0dd89c,N/A,206W 02,206W (3104),205M5_204M3_206W6
Maryland - Xfinity Center,10000000309112f0,N/A,206W 03,206W (3104),205M5_204M3_206W6
Maryland - Xfinity Center,10000000e9501ab4,N/A,206W 04,206W (3104),205M5_204M3_206W6
Maryland - Xfinity Center,10000000fb1eeb5f,N/A,206W 05,206W (3104),205M5_204M3_206W6
Maryland - Xfinity Center,10000000b1c3c79a,N/A,206W 06,206W (3104),205M5_204M3_206W6
Maryland - Xfinity Center,10000000cee75afb,N/A,209W 01,209W (3410),209W
Maryland - Xfinity Center,10000000546c71b9,N/A,209W 02,209W (3410),209W
Maryland - Xfinity Center,1000000093a131e1,N/A,209W 03,209W (3410),209W
Maryland - Xfinity Center,100000003f7f63f1,N/A,209W 04,209W (3410),209W
Maryland - Xfinity Center,100000005f9edaf5,N/A,209W 05,209W (3410),209W
Maryland - Xfinity Center,100000005dd16461,N/A,210M 01,210M (3408),210M
Maryland - Xfinity Center,10000000f0378f6b,N/A,210M 02,210M (3408),210M
Maryland - Xfinity Center,10000000e5b2d853,N/A,210M 03,210M (3408),210M
Maryland - Xfinity Center,100000001009c712,N/A,210M 04,210M (3408),210M
Maryland - Xfinity Center,100000005bab142b,N/A,210M 05,210M (3408),210M
Maryland - Xfinity Center,10000000d211f16a,N/A,211M 01,211M (3406),210M
Maryland - Xfinity Center,10000000f968a8b0,N/A,211M 02,211M (3406),210M
Maryland - Xfinity Center,10000000754bae1e,N/A,211M 03,211M (3406),210M
Maryland - Xfinity Center,10000000283debdb,N/A,212W 01,212W (3404),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,100000002860a0c8,N/A,212W 02*,212W (3404),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000e46a18de,N/A,212W 03,212W (3404),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,1000000030e3b464,N/A,212W 04,212W (3404),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000f25af3c2,N/A,213W 01,213W (3402),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000f764263c,N/A,213W 02,213W (3402),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,100000008f2c1ac7,N/A,213W 03,213W (3402),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000e67b7c3b,N/A,213W 04,213W (3402),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000299657ea,N/A,214M 01,214M (3314),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,1000000052c2ca5a,N/A,214M 02,214M (3314),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,100000003ca3608e,N/A,214M 03,214M (3314),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000059ab3f0,N/A,214M 04,214M (3314),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000d0426e4d,N/A,214M 05,214M (3314),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,1000000005362714,N/A,215W 01,215W (3312),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,1000000090653653,N/A,215W 02,215W (3312),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000f87f9eda,N/A,215W 03,215W (3312),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,100000004918c18b,N/A,215W 04,215W (3312),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,1000000017682a63,N/A,216W 01,216W (3310),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,100000007d888294,N/A,216W 02,216W (3310),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000e095fa3c,N/A,216W 03,216W (3310),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,10000000df012a35,N/A,216W 04,216W (3310),214M5_212W4_216W4_215W4_213W4
Maryland - Xfinity Center,1000000088351493,N/A,217M 01,217M (3308),118M_217M
Maryland - Xfinity Center,10000000dcfc4b6c,N/A,217M 02,217M (3308),118M_217M
Maryland - Xfinity Center,10000000638d6933,N/A,217M 03,217M (3308),118M_217M
Maryland - Xfinity Center,1000000009d4b088,N/A,223M 01,223M (3210),223M
Maryland - Xfinity Center,100000006026636d,N/A,223M 02,223M (3210),223M
Maryland - Xfinity Center,10000000816da7c5,N/A,223M 03,223M (3210),223M
Maryland - Xfinity Center,10000000a672b9e3,N/A,223M 04,223M (3210),223M
Maryland - Xfinity Center,1000000071fe99a1,N/A,223M 05,223M (3210),223M
Maryland - Xfinity Center,10000000a8cd1028,N/A,224M 01,224M (3208),223M
Maryland - Xfinity Center,100000005bc1b900,N/A,224M 02,224M (3208),223M
Maryland - Xfinity Center,100000003f925a05,N/A,224M 03,224M (3208),223M
Maryland - Xfinity Center,100000006d959831,N/A,225W 02,225W (3206),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,100000000278bedc,40,225W 03,225W (3206),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,100000006bf07641,N/A,225W 04,225W (3206),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,100000008338212f,N/A,226W 01,226W (3204),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000d4220815,N/A,226W 02,226W (3204),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000418b8993,N/A,226W 03,226W (3204),201M4_203W4_202W4_226W4_225W4
Maryland - Xfinity Center,10000000e2e19c6c,N/A,226W 04,226W (3204),201M4_203W4_202W4_226W4_225W4
Mizzou Arena,100000005a31252c,N/A,102M 01,102 Mens,102M_START_LOOP109
Mizzou Arena,100000000064a4ee,N/A,102M 02,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000525aecad,N/A,102M 03,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000fad4b34a,N/A,102M 04,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000e0420715,N/A,102M 05,102 Mens,102M_START_LOOP109
Mizzou Arena,100000004aac1e8b,N/A,102M 06,102 Mens,102M_START_LOOP109
Mizzou Arena,100000009360ea40,N/A,102M 07,102 Mens,102M_START_LOOP109
Mizzou Arena,100000007d558486,N/A,102M 08,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000888cf9bb,N/A,102M 09,102 Mens,102M_START_LOOP109
Mizzou Arena,100000002970be6f,N/A,102M 10,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000f6e0e05c,N/A,102M 11,102 Mens,102M_START_LOOP109
Mizzou Arena,1000000048b14cc0,N/A,102M 12,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000967525fe,N/A,102M 13,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000b8f02c12,N/A,102M 14,102 Mens,102M_START_LOOP109
Mizzou Arena,100000000e0a3b96,N/A,102M 15,102 Mens,102M_START_LOOP109
Mizzou Arena,1000000062c34d9e,N/A,102M 16,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000ca709ffd,N/A,102M 17,102 Mens,102M_START_LOOP109
Mizzou Arena,10000000f625ae8c,N/A,104W 01,104 Womens,104W
Mizzou Arena,10000000cd75f2c6,N/A,104W 02,104 Womens,104W
Mizzou Arena,10000000ff7406e9,N/A,104W 03,104 Womens,104W
Mizzou Arena,100000006aa4c899,N/A,104W 04,104 Womens,104W
Mizzou Arena,1000000044b62ff7,N/A,106M 01,106 Mens,106M_1_9
Mizzou Arena,10000000dcaffc91,N/A,106M 02,106 Mens,106M_1_9
Mizzou Arena,10000000d956da25,N/A,106M 03,106 Mens,106M_1_9
Mizzou Arena,10000000dfbcf72f,N/A,106M 04,106 Mens,106M_1_9
Mizzou Arena,1000000043e1d172,N/A,106M 05,106 Mens,106M_1_9
Mizzou Arena,100000004572af75,N/A,106M 06,106 Mens,106M_1_9
Mizzou Arena,100000000e3cbd3d,N/A,106M 07,106 Mens,106M_1_9
Mizzou Arena,100000003e5ac236,N/A,106M 08,106 Mens,106M_1_9
Mizzou Arena,1000000000ec747e,N/A,106M 09,106 Mens,106M_1_9
Mizzou Arena,10000000aa39639c,N/A,106M 10,106 Mens,106M_SCREENS10_12
Mizzou Arena,10000000a2759fcc,N/A,106M 11,106 Mens,106M_SCREENS10_12
Mizzou Arena,10000000c8749d48,N/A,106M 12,106 Mens,106M_SCREENS10_12
Mizzou Arena,100000009239816c,N/A,107M 01,107 Mens,107M_14_108W_4
Mizzou Arena,10000000e3b006d3,N/A,107M 02,107 Mens,107M_14_108W_4
Mizzou Arena,1000000030d9582f,N/A,107M 03,107 Mens,107M_14_108W_4
Mizzou Arena,10000000def6bee4,N/A,107M 04,107 Mens,107M_14_108W_4
Mizzou Arena,10000000fb8950e9,N/A,107M 05,107 Mens,107M_14_108W_4
Mizzou Arena,100000009f65a97b,N/A,107M 06,107 Mens,107M_14_108W_4
Mizzou Arena,10000000996865da,N/A,107M 07,107 Mens,107M_14_108W_4
Mizzou Arena,10000000eb1138ba,N/A,107M 08,107 Mens,107M_14_108W_4
Mizzou Arena,10000000b688c1d0,N/A,107M 09,107 Mens,107M_14_108W_4
Mizzou Arena,10000000f42a077f,N/A,107M 10,107 Mens,107M_14_108W_4
Mizzou Arena,10000000e0356a98,N/A,107M 11,107 Mens,107M_14_108W_4
Mizzou Arena,10000000d2d33d76,N/A,107M 12,107 Mens,107M_14_108W_4
Mizzou Arena,10000000ff9b1b29,N/A,107M 13,107 Mens,107M_14_108W_4
Mizzou Arena,100000007331527c,N/A,107M 14,107 Mens,107M_14_108W_4
Mizzou Arena,100000004648cf64,N/A,108W 01,108 Womens,107M_14_108W_4
Mizzou Arena,100000000111d96b,N/A,108W 02,108 Womens,107M_14_108W_4
Mizzou Arena,100000001c33ea24,N/A,108W 03,108 Womens,107M_14_108W_4
Mizzou Arena,10000000cc0d6c34,N/A,108W 04,108 Womens,107M_14_108W_4
Mizzou Arena,1000000096b2e8e8,N/A,109W 01,109 Womens,109W_END_102CH
Mizzou Arena,10000000b629859c,N/A,109W 02,109 Womens,109W_END_102CH
Mizzou Arena,10000000ff1758ff,N/A,109W 03,109 Womens,109W_END_102CH
Mizzou Arena,1000000046bd6e24,N/A,109W 04,109 Womens,109W_END_102CH
Mizzou Arena,1000000079563bc1,N/A,112M 01,112 Mens,112M
Mizzou Arena,1000000058ad6ec8,N/A,112M 02,112 Mens,112M
Mizzou Arena,100000008b2245ce,N/A,112M 03,112 Mens,112M
Mizzou Arena,10000000c9fd8942,N/A,112M 04,112 Mens,112M
Mizzou Arena,10000000e25cb806,N/A,112M 05,112 Mens,112M
Mizzou Arena,10000000fc389562,N/A,112M 06,112 Mens,112M
Mizzou Arena,10000000382d25ec,N/A,112M 07,112 Mens,112M
Mizzou Arena,1000000040ed1af1,N/A,112M 08,112 Mens,112M
Mizzou Arena,10000000477f6c35,N/A,113W 01,113 Womens,113W
Mizzou Arena,10000000ba3aad84,N/A,113W 02,113 Womens,113W
Mizzou Arena,1000000045179eee,N/A,113W 03,113 Womens,113W
Mizzou Arena,10000000d40f2a83,N/A,113W 04,113 Womens,113W
Mizzou Arena,1000000049dcaf4f,N/A,117M 01,117 Mens,117M
Mizzou Arena,10000000cebfbd08,N/A,117M 02,117 Mens,117M
Mizzou Arena,100000006058baa4,N/A,117M 03,117 Mens,117M
Mizzou Arena,10000000b82e5b74,N/A,117M 04,117 Mens,117M
Mizzou Arena,1000000003db39d4,N/A,117M 05,117 Mens,117M
Mizzou Arena,1000000015275569,N/A,117M 06,117 Mens,117M
Mizzou Arena,1000000080eac5b7,N/A,117M 07,117 Mens,117M
Mizzou Arena,1000000013d6942d,N/A,117M 08,117 Mens,117M
Mizzou Arena,100000001fa9429a,N/A,117M 09,117 Mens,117M
Mizzou Arena,10000000e7477ad0,N/A,117M 10,117 Mens,117M
Mizzou Arena,1000000005108a41,N/A,117M 11,117 Mens,117M
Mizzou Arena,10000000f3747290,N/A,117M 12,117 Mens,117M
Mizzou Arena,1000000078a981fb,N/A,117M 13,117 Mens,117M
Mizzou Arena,100000001b1cd661,N/A,117M 14,117 Mens,117M
Mizzou Arena,100000009cba3be8,N/A,117M 15,117 Mens,117M
Mizzou Arena,10000000da9c1a00,N/A,117M 16,117 Mens,117M
Mizzou Arena,1000000015446235,N/A,117M 17,117 Mens,117M
Mizzou Arena,10000000010ddcfe,N/A,117M 18,117 Mens,117M
Mizzou Arena,1000000092eb9368,N/A,119W 01,119 Womens,119W
Mizzou Arena,1000000056817802,N/A,119W 02,119 Womens,119W
Mizzou Arena,10000000e215997b,N/A,119W 03,119 Womens,119W
Old Dominion - Chartway Arena,10000000e7e751bd,N/A,101W 01,101W,115M5_101W6
Old Dominion - Chartway Arena,1000000080cd2645,N/A,101W 02,101W,115M5_101W6
Old Dominion - Chartway Arena,10000000ee6a83aa,N/A,101W 03,101W,115M5_101W6
Old Dominion - Chartway Arena,10000000f67ae06d,N/A,101W 04,101W,115M5_101W6
Old Dominion - Chartway Arena,1000000080460b5f,N/A,101W 05,101W,115M5_101W6
Old Dominion - Chartway Arena,100000009d58d4f8,17,101W 06,101W,115M5_101W6
Old Dominion - Chartway Arena,10000000570d499e,N/A,102M 01,102M,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000c215f273,N/A,102M 02,102M,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000008100d60c,N/A,102M 03,102M,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000000dcdaecf,N/A,103W 01,103W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000004984599c,N/A,103W 02,103W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000c9d9a586,N/A,103W 03,103W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,1000000036b0caeb,N/A,103W 04,103W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,1000000088fefdd2,N/A,103W 05,103W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000b4da46ca,N/A,103W 06,103W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000705da2dc,N/A,104W 01,104W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000001e49d469,N/A,104W 02,104W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000d6db796a,23,104W 03,104W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000e43d8d05,25,104W 04,104W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000e1b45ace,N/A,105W 01,105W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000009d620c8e,N/A,105W 02,105W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000006e4494d1,N/A,105W 03,105W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000005963c9aa,N/A,105W 04,105W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,1000000065f9cb56,N/A,105W 05,105W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000c495a37f,N/A,105W 06,105W,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,10000000a5063c94,N/A,106M 01,106M,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000001d87347d,N/A,106M 02,106M,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000009f2dada0,N/A,106M 03,106M,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,1000000013e4cffe,N/A,106M 04,106M,102M3_103W6_104W4_105W6_106M4
Old Dominion - Chartway Arena,100000009599cb45,N/A,107M 01,107M,107M3_109W6
Old Dominion - Chartway Arena,1000000021292af3,15,107M 02,107M,107M3_109W6
Old Dominion - Chartway Arena,10000000850f26f5,N/A,107M 03,107M,107M3_109W6
Old Dominion - Chartway Arena,100000005562adf8,N/A,109W 01,109W,107M3_109W6
Old Dominion - Chartway Arena,1000000008a7cdfe,N/A,109W 02,109W,107M3_109W6
Old Dominion - Chartway Arena,10000000b4a403c2,N/A,109W 03,109W,107M3_109W6
Old Dominion - Chartway Arena,100000005fd87ab3,N/A,109W 04,109W,107M3_109W6
Old Dominion - Chartway Arena,1000000070d992a1,N/A,109W 05,109W,107M3_109W6
Old Dominion - Chartway Arena,10000000d250f398,N/A,109W 06,109W,107M3_109W6
Old Dominion - Chartway Arena,100000005cc17cf9,N/A,110M 01,110M,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000b463ed25,N/A,110M 02,110M,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000025d2b56e,N/A,110M 03,110M,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000034d54b2e,N/A,110M 04,110M,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000ba5ca9f8,N/A,111W 01,111W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000233ca771,N/A,111W 02,111W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000038d16676,N/A,111W 03,111W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,100000007eba24a7,N/A,111W 04,111W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,100000007a47dddf,N/A,111W 05,111W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,100000008d8af7c7,N/A,111W 06,111W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000021b0541f,N/A,112W 01,112W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000022a86198,N/A,112W 02,112W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000b6a8640c,N/A,112W 03,112W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,100000000f5361d4,N/A,112W 04,112W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000dea718f2,N/A,113W 01,113W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000e7452a2b,N/A,113W 02,113W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000010395eda,N/A,113W 03,113W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000088ff2f82,N/A,113W 04,113W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000593733c5,N/A,113W 05,113W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000d40093bf,N/A,113W 06,113W,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000516dcdf9,41,114M 01,114M,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,1000000005fea9a8,44,114M 02,114M,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000ae5645ea,N/A,114M 03,114M,110M4_111W6_112W4_113W6_114M3
Old Dominion - Chartway Arena,10000000b42f94d9,N/A,115M 01,115M,115M5_101W6
Old Dominion - Chartway Arena,100000003d8c90aa,N/A,115M 02,115M,115M5_101W6
Old Dominion - Chartway Arena,10000000fba6d5ed,N/A,115M 03,115M,115M5_101W6
Old Dominion - Chartway Arena,10000000d1bc8bef,N/A,115M 04,115M,115M5_101W6
Old Dominion - Chartway Arena,10000000f3433238,N/A,115M 05,115M,115M5_101W6
Old Dominion - Chartway Arena,1000000044b77af7,N/A,203W 01,203W,215M2_203W3
Old Dominion - Chartway Arena,100000005529ffcf,N/A,203W 02,203W,215M2_203W3
Old Dominion - Chartway Arena,10000000794d5c52,N/A,203W 03,203W,215M2_203W3
Old Dominion - Chartway Arena,1000000064b45241,N/A,204M 01,204M,204M4_211W3_214W2
Old Dominion - Chartway Arena,100000005ecfd219,N/A,204M 02,204M,204M4_211W3_214W2
Old Dominion - Chartway Arena,10000000531acb7a,N/A,204M 03,204M,204M4_211W3_214W2
Old Dominion - Chartway Arena,10000000c732807f,N/A,204M 04,204M,204M4_211W3_214W2
Old Dominion - Chartway Arena,100000008c94eedc,N/A,211W 01,211W,204M4_211W3_214W2
Old Dominion - Chartway Arena,10000000f52c0c65,N/A,211W 02,211W,204M4_211W3_214W2
Old Dominion - Chartway Arena,100000006b4afc07,N/A,211W 03,211W,204M4_211W3_214W2
Old Dominion - Chartway Arena,1.0000000636791E+020,N/A,214W 01,214W,204M4_211W3_214W2
Old Dominion - Chartway Arena,10000000d95668fc,N/A,214W 02,214W,204M4_211W3_214W2
Old Dominion - Chartway Arena,10000000de0d0848,N/A,215M 01,215M,215M2_203W3
Old Dominion - Chartway Arena,10000000a2562007,N/A,215M 02,215M,215M2_203W3
Old Dominion - Chartway Arena,100000004634dd48,N/A,A101M 01,A101M,ArenaM_6_W_4
Old Dominion - Chartway Arena,10000000e2cd481f,N/A,A101M 02,A101M,ArenaM_6_W_4
Old Dominion - Chartway Arena,100000000defe8af,N/A,A101M 03,A101M,ArenaM_6_W_4
Old Dominion - Chartway Arena,10000000a85c5e07,N/A,A101M 04,A101M,ArenaM_6_W_4
Old Dominion - Chartway Arena,10000000b74c261f,N/A,A101M 05,A101M,ArenaM_6_W_4
Old Dominion - Chartway Arena,100000005cda745e,N/A,A101M 06,A101M,ArenaM_6_W_4
Old Dominion - Chartway Arena,10000000d77fb3d9,N/A,A102W 01,A102W,ArenaM_6_W_4
Old Dominion - Chartway Arena,1000000093e940de,N/A,A102W 02,A102W,ArenaM_6_W_4
Old Dominion - Chartway Arena,10000000c876fdca,N/A,A102W 03,A102W,ArenaM_6_W_4
Old Dominion - Chartway Arena,10000000f2698bef,N/A,A102W 04,A102W,ArenaM_6_W_4
Penn State: Bryce Jordan Center,100000000f09ca98,37,101W 01,101W,103M15_101W5
Penn State: Bryce Jordan Center,1000000056b92850,N/A,101W 02,101W,103M15_101W5
Penn State: Bryce Jordan Center,100000003cb334ea,N/A,101W 03,101W,103M15_101W5
Penn State: Bryce Jordan Center,10000000b8cc8c87,N/A,101W 04,101W,103M15_101W5
Penn State: Bryce Jordan Center,1000000085702cf4,N/A,101W 05,101W,103M15_101W5
Penn State: Bryce Jordan Center,10000000fcb067b0,N/A,103M 01,103M,103M15_101W5
Penn State: Bryce Jordan Center,10000000006ebf6d,N/A,103M 02,103M,103M15_101W5
Penn State: Bryce Jordan Center,100000006c1130df,N/A,103M 03,103M,103M15_101W5
Penn State: Bryce Jordan Center,10000000cdaee7ff,N/A,103M 04,103M,103M15_101W5
